"","name","region_focus","language","owner","parent","x_page","x_url","x_follower_n","facebook_page","facebook_url","facebook_follower_n","instagram_page","instagram_url","instagram_follower_n","threads_page","threads_url","threads_follower_n","youtube_page","youtube_url","youtube_follower_n","tiktok_page","tiktok_url","tiktok_follower_n","sum_followers"
"663","Discover Tianjin","Anglosphere","English","Department of Culture and Tourism of Tianjin City","Tianjin Municipal People's Government","","",0,"profile.php?id=100076267566791","https://www.facebook.com/profile.php?id=100076267566791",129000,"","",0,"","",0,"","",0,"discovertianjin","https://www.tiktok.com/@discovertianjin",153800,282800
"664","Global Times (Glamour China)","Anglosphere","English","People's Daily Press","Central Committee of the Chinese Communist Party","","",0,"","",0,"","",0,"","",0,"","",0,"glamourchina","https://www.tiktok.com/@glamourchina",2e+06,2e+06
"665","Global Watch","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","","",0,"","",0,"","",0,"","",0,"","",0,"globalwatch","https://www.tiktok.com/@globalwatch",4,4
"666","Haiwai Net (Canada Fusion Media Centre)","Canada","English","People's Daily Press","Central Committee of the Chinese Communist Party","","",0,"","",0,"","",0,"","",0,"","",0,"haiwaicanada","https://www.tiktok.com/@haiwaicanada",18700,18700
"667","Hangzhou 2022","Zhejiang","English","2022 19th Asian Games Organizing Committee","Hangzhou Municipal People's Government","","",0,"","",0,"","",0,"","",0,"","",0,"hangzhou2022","https://www.tiktok.com/@hangzhou2022",538,538
"668","Henan TV (HNTV)","Henan","Chinese","Henan Broadcasting System","Henan Provincial Committee","","",0,"","",0,"","",0,"","",0,"","",0,"henantv","https://www.tiktok.com/@henantv",8489,8489
"669","Zhang Niki (Hnin Pwint Phyu)","Myanmar","Burmese","China Media Group (CMG)","Central Publicity Department","","",0,"hninpwintphyuniki","https://www.facebook.com/hninpwintphyuniki",2600000,"","",0,"","",0,"","",0,"hninpwintphyu_niki","https://www.tiktok.com/@hninpwintphyu_niki",747500,3347500
"670","Haiwai Net (Japan Fusion Media Center)","Japan","Japanese","People's Daily Press","Central Committee of the Chinese Communist Party","","",0,"profile.php?id=100063859667657","https://www.facebook.com/profile.php?id=100063859667657",9900,"","",0,"","",0,"","",0,"hwwrbrmt","https://www.tiktok.com/@hwwrbrmt",21500,31400
"671","Wang Iffat","Pakistan","Urdu","China Media Group (CMG)","Central Publicity Department","","",0,"ChinesegirlIFFAT","https://www.facebook.com/ChinesegirlIFFAT",1e+06,"","",0,"","",0,"","",0,"iffat2023","https://www.tiktok.com/@iffat2023",16700,1016700
"672","iPanda Thailand","Thailand","Thai","China Media Group (CMG)","Central Publicity Department","","",0,"","",0,"","",0,"","",0,"","",0,"ipanda_th","https://www.tiktok.com/@ipanda_th",22800,22800
"673","iPanda (Japanese)","Japan","Japanese","China Media Group (CMG)","Central Publicity Department","","",0,"","",0,"","",0,"","",0,"","",0,"ipanda.jp","https://www.tiktok.com/@ipanda.jp",505700,505700
"674","International Channel Shanghai (ICS)","Shanghai","English","Shanghai Media Group (SMG)","Shanghai Municipal Committee","","",0,"","",0,"","",0,"","",0,"","",0,"likechina2021","https://www.tiktok.com/@likechina2021",59100,59100
"675","Little Turtle Lisa (Elle)","Hainan","English","Sansha Satellite TV (SSTV)","Sansha Municipal People's Government","","",0,"","",0,"","",0,"","",0,"","",0,"littleturtlelisa","https://www.tiktok.com/@littleturtlelisa",1100000,1100000
"676","NewsTok","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","","",0,"","",0,"","",0,"","",0,"","",0,"newstoks","https://www.tiktok.com/@newstoks",32000,32000
"677","CGTN Our Planet Needs You","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","","",0,"","",0,"","",0,"","",0,"","",0,"ourplanetneedsyou","https://www.tiktok.com/@ourplanetneedsyou",428,428
"678","Panda Insight","Anglosphere","English","People's Daily Press","Central Committee of the Chinese Communist Party","","",0,"","",0,"","",0,"","",0,"","",0,"panda_insight","https://www.tiktok.com/@panda_insight",104500,104500
"679","CGTN Razor Science","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","","",0,"","",0,"","",0,"","",0,"","",0,"razor_science","https://www.tiktok.com/@razor_science",524,524
"680","Xinwen Qishi Lu","Fujian","Chinese","Fujian Radio Film and TV Group (FJTV)","Fujian Provincial Committee","","",0,"","",0,"","",0,"","",0,"","",0,"sumonalocal365","https://www.tiktok.com/@sumonalocal365",6,6
"681","The Optimist!","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","","",0,"","",0,"","",0,"","",0,"","",0,"the...optimist","https://www.tiktok.com/@the...optimist",9237,9237
"682","CGTN The Agenda","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","","",0,"","",0,"","",0,"","",0,"","",0,"theagendashow","https://www.tiktok.com/@theagendashow",318,318
"683","Tang Knows","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","","",0,"","",0,"","",0,"","",0,"","",0,"tshowyou","https://www.tiktok.com/@tshowyou",353500,353500
"684","Visit Jiangsu","Jiangsu","English","Jiangsu Provincial Department of Cultural & Tourism","Jiangsu Provincial People's Government","","",0,"","",0,"","",0,"","",0,"","",0,"visit_jiangsu","https://www.tiktok.com/@visit_jiangsu",251700,251700
"685","Visit Beijing","Anglosphere","English","Promotional Centre of Beijing Municipal Bureau of Culture and Tourism","Beijing Municipal People's Government","","",0,"BeijingTourismOfficial","https://www.facebook.com/BeijingTourismOfficial/",3300000,"","",0,"","",0,"","",0,"visitbeijing","https://www.tiktok.com/@visitbeijing",912700,4212700
"686","Visit Shaanxi","Shaanxi","English","Shaanxi Provincial Department of Cultural & Tourism","Shaanxi Provincial People's Government","","",0,"","",0,"","",0,"","",0,"","",0,"visitshaanxi","https://www.tiktok.com/@visitshaanxi",12500,12500
"687","Xinhua New Delhi","India","English","Xinhua News Agency","State Council","","",0,"","",0,"","",0,"","",0,"","",0,"xinhuanewdelhi","https://www.tiktok.com/@xinhuanewdelhi",2548,2548
"688","Zhejiang 520","Anglosphere","English","Zhejiang Provincial Government Information Office","Zhejiang Provincial People's Government","","",0,"","",0,"","",0,"","",0,"","",0,"zhejiang520","https://www.tiktok.com/@zhejiang520",27,27
"689","Dot News 88","Hong Kong","Cantonese","AcMedia Limited","unknown","","",0,"dotnews88","https://www.facebook.com/dotnews88",58000,"","",0,"","",0,"","",0,"","",0,58000
"690","Travel in China","Anglosphere","English","China Daily Press","Central Publicity Department","","",0,"ChinaDailyTravel","https://www.facebook.com/ChinaDailyTravel/",4700000,"","",0,"","",0,"","",0,"","",0,4700000
"691","CCTV Kuaikan","China","Chinese","China Media Group (CMG)","Central Publicity Department","","",0,"profile.php?id=100086898702562","https://www.facebook.com/profile.php?id=100086898702562",1,"","",0,"","",0,"","",0,"","",0,1
"692","CGTN Rediscovering China","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","","",0,"CGTNRediscoveringChina","https://www.facebook.com/CGTNRediscoveringChina/",97000,"","",0,"","",0,"","",0,"","",0,97000
"693","China Plus America","USA","English","China Media Group (CMG)","Central Publicity Department","","",0,"chinaplusamerica","https://www.facebook.com/chinaplusamerica/",3300000,"","",0,"","",0,"","",0,"","",0,3300000
"694","China Plus South Africa","South Africa","English","China Media Group (CMG)","Central Publicity Department","","",0,"chinaplussa","https://www.facebook.com/chinaplussa/",805000,"","",0,"","",0,"","",0,"","",0,805000
"695","China.com (English)","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","","",0,"FocusInChina","https://www.facebook.com/FocusInChina/",781000,"","",0,"","",0,"","",0,"","",0,781000
"696","Chosi","Pakistan","Urdu","China Media Group (CMG)","Central Publicity Department","","",0,"ChosiInUrdu","https://www.facebook.com/ChosiInUrdu/",676000,"","",0,"","",0,"","",0,"","",0,676000
"697","CRI Español (Onda China)","Hispanophone","Spanish","China Media Group (CMG)","Central Publicity Department","","",0,"ondachinabeijing","https://www.facebook.com/ondachinabeijing",3600000,"","",0,"","",0,"","",0,"","",0,3600000
"698","CRI Esperanto (Ĉina Radio Internacia)","EU","Esperanto","China Media Group (CMG)","Central Publicity Department","","",0,"criesperanto","https://www.facebook.com/criesperanto",156000,"","",0,"","",0,"","",0,"","",0,156000
"699","CRI Hoc Tieng Trung ","Vietnam","Vietnamese","China Media Group (CMG)","Central Publicity Department","","",0,"crilearningchinese","https://www.facebook.com/crilearningchinese",409000,"","",0,"","",0,"","",0,"","",0,409000
"700","CRI Hộp thư Ngọc Ánh","Vietnam","Vietnamese","China Media Group (CMG)","Central Publicity Department","","",0,"crihopthungocanh","https://www.facebook.com/crihopthungocanh",178000,"","",0,"","",0,"","",0,"","",0,178000
"701","CRI Indonesian","Indonesia","Bahasa Indonesia","China Media Group (CMG)","Central Publicity Department","","",0,"indonesian.cri.cn","https://www.facebook.com/indonesian.cri.cn/",303000,"","",0,"","",0,"","",0,"","",0,303000
"702","CRI Korean","South Korea","Korean","China Media Group (CMG)","Central Publicity Department","","",0,"korean.cri","https://www.facebook.com/korean.cri",5500,"","",0,"","",0,"","",0,"","",0,5500
"703","CRI Laos","Laos","Laotian","China Media Group (CMG)","Central Publicity Department","","",0,"crifm93","https://www.facebook.com/crifm93/",1500000,"","",0,"","",0,"","",0,"","",0,1500000
"704","CRI Malaysian","Malaysia","Bahasa Malaysia","China Media Group (CMG)","Central Publicity Department","","",0,"crimalay","https://www.facebook.com/crimalay/",1400000,"","",0,"","",0,"","",0,"","",0,1400000
"705","CRI Online","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","","",0,"CRIonlineofficial","https://www.facebook.com/CRIonlineofficial",946,"","",0,"","",0,"","",0,"","",0,946
"706","CRI Portuguese","Portugal","Portuguese","China Media Group (CMG)","Central Publicity Department","","",0,"criportugues","https://www.facebook.com/criportugues/",1e+06,"","",0,"","",0,"","",0,"","",0,1e+06
"707","CRI Romanian","Romania","Romanian","China Media Group (CMG)","Central Publicity Department","","",0,"criromanian","https://www.facebook.com/criromanian",496000,"","",0,"","",0,"","",0,"","",0,496000
"708","CRI Tamil","India","Tamil","China Media Group (CMG)","Central Publicity Department","","",0,"critamil","https://www.facebook.com/critamil",1e+07,"","",0,"","",0,"","",0,"","",0,1e+07
"709","CRI Thai","Thailand","Thai","China Media Group (CMG)","Central Publicity Department","","",0,"ChinafacecriThai","https://www.facebook.com/ChinafacecriThai",2900000,"","",0,"","",0,"","",0,"","",0,2900000
"710","CRI Vietnamese (Đài Phát thanh Quốc tế Trung Quốc)","Vietnam","Vietnamese","China Media Group (CMG)","Central Publicity Department","","",0,"criviet","https://www.facebook.com/criviet/",2100000,"","",0,"","",0,"","",0,"","",0,2100000
"711","Deng Ying (Viva Studio)","Hispanophone","Spanish","China Media Group (CMG)","Central Publicity Department","","",0,"vivastudio2020","https://www.facebook.com/vivastudio2020/?ref=page_internal",1031952,"","",0,"","",0,"","",0,"","",0,1031952
"712","Diễn đàn Tuổi trẻ ","Vietnam","Vietnamese","China Media Group (CMG)","Central Publicity Department","","",0,"crituoitre","https://www.facebook.com/crituoitre",129000,"","",0,"","",0,"","",0,"","",0,129000
"713","Ji Humin","India","Hindi","China Media Group (CMG)","Central Publicity Department","","",0,"ChineseHuminJi","https://www.facebook.com/ChineseHuminJi/",717000,"","",0,"","",0,"","",0,"","",0,717000
"714","Liu Min","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","","",0,"minliuinbeijing","https://www.facebook.com/minliuinbeijing/",174212,"","",0,"","",0,"","",0,"","",0,174212
"715","Liu Rasika","Sri Lanka","Sinhalese","China Media Group (CMG)","Central Publicity Department","","",0,"profile.php?id=100023398432589","https://www.facebook.com/Rasika-Liu-103234834852201/",448000,"","",0,"","",0,"","",0,"","",0,448000
"716","M & V Studio","Vietnam","Vietnamese","China Media Group (CMG)","Central Publicity Department","","",0,"crituoitre","https://www.facebook.com/crituoitre",77505,"","",0,"","",0,"","",0,"","",0,77505
"717","Niu Honglin (Niu Niu)","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","","",0,"Niuniustillrocks","https://www.facebook.com/Niuniustillrocks/",970000,"","",0,"","",0,"","",0,"","",0,970000
"718","Ping Ping (Lụk chạd kạb p̄hing p̄hing / ลึกชัดกับผิงผิง)","Thailand","Thai","China Media Group (CMG)","Central Publicity Department","","",0,"doubleping.china","https://www.facebook.com/doubleping.china/",176000,"","",0,"","",0,"","",0,"","",0,176000
"719","Radio Internacional de China en español","Hispanophone","Spanish","China Media Group (CMG)","Central Publicity Department","","",0,"criespanol","https://www.facebook.com/criespanol/",3683015,"","",0,"","",0,"","",0,"","",0,3683015
"720","Secrets de chef","la Francophonie","French","China Media Group (CMG)","Central Publicity Department","","",0,"profile.php?id=100066989689059","https://www.facebook.com/profile.php?id=100066989689059",198143,"","",0,"","",0,"","",0,"","",0,198143
"721","Seda Mali","Sri Lanka","Sinhalese","China Media Group (CMG)","Central Publicity Department","","",0,"sedamali2020","https://www.facebook.com/sedamali2020",125000,"","",0,"","",0,"","",0,"","",0,125000
"722","Shi Shuai (Letizia Shi / Letizia Con Chino)","Hispanophone","Spanish","China Media Group (CMG)","Central Publicity Department","","",0,"letiziaconchino","https://www.facebook.com/letiziaconchino/",103000,"","",0,"","",0,"","",0,"","",0,103000
"723","Sun Qing (Ilakkaya / இலக்கியா)","India","Tamil","China Media Group (CMG)","Central Publicity Department","","",0,"IlakkiyaInChina","https://www.facebook.com/IlakkiyaInChina/",1100000,"","",0,"","",0,"","",0,"","",0,1100000
"724","Tabasum","Pakistan","Urdu","China Media Group (CMG)","Central Publicity Department","","",0,"tabasumslife","https://www.facebook.com/Tabasums-life-108100584302366/",1100000,"","",0,"","",0,"","",0,"","",0,1100000
"725","Trending in China","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","","",0,"trendinginchina","https://www.facebook.com/trendinginchina/",1300000,"","",0,"","",0,"","",0,"","",0,1300000
"726","Vica Li Eating Daily","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","","",0,"VicaLiDaily","https://www.facebook.com/VicaLiDaily",4300,"","",0,"","",0,"","",0,"","",0,4300
"727","Zhang Murtala","Nigeria","Hausa","China Media Group (CMG)","Central Publicity Department","","",0,"Murtalazhang","https://www.facebook.com/Murtalazhang/",1200000,"","",0,"","",0,"","",0,"","",0,1200000
"728","Zhao Songmei (Mélina Zhao)","la Francophonie","French","China Media Group (CMG)","Central Publicity Department","","",0,"M%C3%A9lina-Zhao-117780106328613","https://www.facebook.com/M%C3%A9lina-Zhao-117780106328613/",664,"","",0,"","",0,"","",0,"","",0,664
"729","JSChina_Com_Cn","Jiangsu","Chinese","Jiangsu Zhongjiang Network Media Co., Ltd.","Jiangsu Provincial People's Government","","",0,"profile.php?id=100068609386301","https://www.facebook.com/profile.php?id=100068609386301",5,"","",0,"","",0,"","",0,"","",0,5
"730","Chinese Consulate General in Alexandria","Egypt","Arabic","Ministry of Foreign Affairs","Ministry of Foreign Affairs","","",0,"ChinaConsulAlex","https://www.facebook.com/ChinaConsulAlex",5100,"","",0,"","",0,"","",0,"","",0,5100
"731","Chinese Consulate General in Ho Chi Minh City","Vietnam","Vietnamese","Ministry of Foreign Affairs","Ministry of Foreign Affairs","","",0,"ChineseConsulateinHCM","https://www.facebook.com/ChineseConsulateinHCM",43000,"","",0,"","",0,"","",0,"","",0,43000
"732","Chinese Consulate General in Kolkata","India","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","","",0,"profile.php?id=100087493236662","https://www.facebook.com/profile.php?id=100087493236662",45,"","",0,"","",0,"","",0,"","",0,45
"733","Chinese Consulate General in Kuching","Malaysia","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","","",0,"profile.php?id=61550978094668","https://www.facebook.com/profile.php?id=61550978094668",5,"","",0,"","",0,"","",0,"","",0,5
"734","Chinese Consulate General in Penang","Malaysia","Chinese","Ministry of Foreign Affairs","Ministry of Foreign Affairs","","",0,"chinaconsulateinpenang","https://www.facebook.com/chinaconsulateinpenang",2600,"","",0,"","",0,"","",0,"","",0,2600
"735","Chinese Embassy in Bangladesh","Bangladesh","Bengali","Ministry of Foreign Affairs","Ministry of Foreign Affairs","","",0,"chinaembd","https://www.facebook.com/chinaembd",240000,"","",0,"","",0,"","",0,"","",0,240000
"736","Chinese Embassy in Barbados","Barbados","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","","",0,"ChineseEmbassyinBB","https://www.facebook.com/ChineseEmbassyinBB",491,"","",0,"","",0,"","",0,"","",0,491
